Array Probe	Category Component
	ENSDARG00000110673
	ENSDARG00000104312
	ENSDARG00000110478
A_15_P282101	ENSDARG00000113154
	ENSDARG00000101583
	ENSDARG00000109693
A_15_P153571	ENSDARG00000112341
A_15_P170666	ENSDARG00000115533
	ENSDARG00000114606
A_15_P118616	ENSDARG00000005559
A_15_P185216	ENSDARG00000005559
A_15_P156966	ENSDARG00000114944
	ENSDARG00000087018
	ENSDARG00000111313
	ENSDARG00000114790
A_15_P117638	ENSDARG00000090690
	ENSDARG00000110656
	ENSDARG00000102091
	ENSDARG00000086647
	ENSDARG00000117151
A_15_P141966	ENSDARG00000112612
A_15_P116550	ENSDARG00000040628
	ENSDARG00000115544
	ENSDARG00000116283
A_15_P112701	ENSDARG00000038729
A_15_P135321	ENSDARG00000038729
	ENSDARG00000113167
	ENSDARG00000116967
A_15_P540352	ENSDARG00000109745
	ENSDARG00000098181
A_15_P135142	ENSDARG00000114679
	ENSDARG00000115308
	ENSDARG00000059363
A_15_P176296	ENSDARG00000110530
	ENSDARG00000111601
	ENSDARG00000116190
A_15_P410040	ENSDARG00000101138
	ENSDARG00000115969
A_15_P101539	ENSDARG00000113057
	ENSDARG00000111005
	ENSDARG00000115358
	ENSDARG00000109481
	ENSDARG00000110072
	ENSDARG00000077959
	ENSDARG00000116899
	ENSDARG00000114968
A_15_P108470	ENSDARG00000113627
A_15_P118605	ENSDARG00000113627
	ENSDARG00000113627
	ENSDARG00000099949
	ENSDARG00000114413
	ENSDARG00000116263
A_15_P452135	ENSDARG00000076442
A_15_P108494	ENSDARG00000054313
	ENSDARG00000054313
	ENSDARG00000089922
A_15_P187682	ENSDARG00000113554
A_15_P472345	ENSDARG00000116458
A_15_P102769	ENSDARG00000002510
A_15_P208911	ENSDARG00000002510
	ENSDARG00000056394
A_15_P111582	ENSDARG00000110987
A_15_P146961	ENSDARG00000110987
	ENSDARG00000110987
	ENSDARG00000109630
	ENSDARG00000113135
	ENSDARG00000114614
	ENSDARG00000101684
	ENSDARG00000115841
A_15_P150701	ENSDARG00000103949
	ENSDARG00000111938
	ENSDARG00000113805
	ENSDARG00000108367
	ENSDARG00000113789
	ENSDARG00000113056
	ENSDARG00000054191
	ENSDARG00000110453
	ENSDARG00000112772
	ENSDARG00000082567
	ENSDARG00000112980
	ENSDARG00000106476
	ENSDARG00000111283
	ENSDARG00000112604
	ENSDARG00000112917
	ENSDARG00000085485
A_15_P112960	ENSDARG00000103505
	ENSDARG00000098086
A_15_P135501	ENSDARG00000061421
	ENSDARG00000061421
	ENSDARG00000108057
	ENSDARG00000110369
	ENSDARG00000099797
	ENSDARG00000110968
A_15_P210986	ENSDARG00000113820
	ENSDARG00000080933
A_15_P166996	ENSDARG00000099184
A_15_P196346	ENSDARG00000099184
	ENSDARG00000106726
	ENSDARG00000111202
	ENSDARG00000112871
	ENSDARG00000085124
	ENSDARG00000108506
	ENSDARG00000111909
	ENSDARG00000019357
	ENSDARG00000116029
	ENSDARG00000112752
	ENSDARG00000113523
	ENSDARG00000117058
A_15_P391670	ENSDARG00000116666
	ENSDARG00000083807
	ENSDARG00000110991
	ENSDARG00000109599
	ENSDARG00000098682
	ENSDARG00000088254
	ENSDARG00000086128
	ENSDARG00000100384
A_15_P311731	ENSDARG00000100071
A_15_P186641	ENSDARG00000113914
	ENSDARG00000111740
	ENSDARG00000113107
	ENSDARG00000102797
	ENSDARG00000081841
	ENSDARG00000109704
	ENSDARG00000089562
	ENSDARG00000100084
	ENSDARG00000116734
A_15_P443055	ENSDARG00000103952
	ENSDARG00000103952
	ENSDARG00000115797
A_15_P154791	ENSDARG00000101486
	ENSDARG00000101486
	ENSDARG00000031138
	ENSDARG00000114779
	ENSDARG00000113229
	ENSDARG00000114252
A_15_P120583	ENSDARG00000090971
	ENSDARG00000090971
	ENSDARG00000026024
A_15_P173551	ENSDARG00000113876
A_15_P101761	ENSDARG00000110671
	ENSDARG00000114330
	ENSDARG00000113139
	ENSDARG00000116467
A_15_P171021	ENSDARG00000115727
A_15_P109926	ENSDARG00000115592
	ENSDARG00000113455
A_15_P112670	ENSDARG00000012632
A_15_P115311	ENSDARG00000074996
	ENSDARG00000074996
	ENSDARG00000113175
	ENSDARG00000114962
	ENSDARG00000110691
	ENSDARG00000043012
A_15_P214881	ENSDARG00000008243
	ENSDARG00000110704
	ENSDARG00000113768
	ENSDARG00000092230
A_15_P168561	ENSDARG00000111071
A_15_P350210	ENSDARG00000111071
	ENSDARG00000116656
	ENSDARG00000106631
	ENSDARG00000103696
A_15_P211121	ENSDARG00000104829
	ENSDARG00000112677
	ENSDARG00000110480
	ENSDARG00000108788
A_15_P113021	ENSDARG00000105123
A_15_P401740	ENSDARG00000035188
	ENSDARG00000113101
	ENSDARG00000088932
	ENSDARG00000109868
	ENSDARG00000109294
A_15_P186471	ENSDARG00000003684
	ENSDARG00000117116
A_15_P131131	ENSDARG00000102325
	ENSDARG00000115297
	ENSDARG00000115882
	ENSDARG00000113982
	ENSDARG00000110486
	ENSDARG00000110706
	ENSDARG00000113365
	ENSDARG00000115453
A_15_P199221	ENSDARG00000111301
	ENSDARG00000111301
	ENSDARG00000110989
	ENSDARG00000097346
A_15_P165481	ENSDARG00000110375
	ENSDARG00000108339
A_15_P351050	ENSDARG00000080372
	ENSDARG00000113170
	ENSDARG00000112693
	ENSDARG00000109727
	ENSDARG00000107631
	ENSDARG00000111970
	ENSDARG00000083583
	ENSDARG00000109812
A_15_P116681	ENSDARG00000023062
A_15_P164791	ENSDARG00000023062
	ENSDARG00000111508
A_15_P104930	ENSDARG00000102909
	ENSDARG00000108714
	ENSDARG00000106269
	ENSDARG00000111032
	ENSDARG00000115551
	ENSDARG00000113710
	ENSDARG00000114998
	ENSDARG00000113459
	ENSDARG00000114896
	ENSDARG00000083423
	ENSDARG00000114215
	ENSDARG00000111834
A_15_P184036	ENSDARG00000109524
	ENSDARG00000082599
	ENSDARG00000100098
	ENSDARG00000100273
	ENSDARG00000109688
A_15_P181651	ENSDARG00000109609
	ENSDARG00000114490
	ENSDARG00000114838
	ENSDARG00000112157
	ENSDARG00000113547
	ENSDARG00000103517
A_15_P375020	ENSDARG00000109567
A_15_P145991	ENSDARG00000028857
	ENSDARG00000028857
	ENSDARG00000110086
A_15_P257811	ENSDARG00000038918
	ENSDARG00000112336
	ENSDARG00000113060
	ENSDARG00000114832
	ENSDARG00000110227
	ENSDARG00000112656
A_15_P109799	ENSDARG00000112656
	ENSDARG00000109607
	ENSDARG00000115437
	ENSDARG00000112845
A_15_P198361	ENSDARG00000104393
A_15_P545757	ENSDARG00000104393
	ENSDARG00000113862
	ENSDARG00000075288
	ENSDARG00000112096
	ENSDARG00000112713
A_15_P375725	ENSDARG00000114299
A_15_P180401	ENSDARG00000101270
	ENSDARG00000100198
	ENSDARG00000104886
	ENSDARG00000111985
A_15_P150681	ENSDARG00000100908
	ENSDARG00000115707
	ENSDARG00000098122
A_15_P131451	ENSDARG00000003971
A_15_P195396	ENSDARG00000003971
	ENSDARG00000111297
A_15_P153901	ENSDARG00000111474
	ENSDARG00000110856
A_15_P199271	ENSDARG00000114672
	ENSDARG00000112082
A_15_P118451	ENSDARG00000112827
	ENSDARG00000113740
A_15_P185711	ENSDARG00000087805
A_15_P111737	ENSDARG00000115617
A_15_P417900	ENSDARG00000115617
A_15_P180806	ENSDARG00000112472
	ENSDARG00000111656
A_15_P197036	ENSDARG00000056829
	ENSDARG00000115388
A_15_P103456	ENSDARG00000018820
A_15_P159081	ENSDARG00000018820
A_15_P100328	ENSDARG00000109247
A_15_P555082	ENSDARG00000112889
	ENSDARG00000116814
A_15_P151276	ENSDARG00000114189
	ENSDARG00000102714
A_15_P333539	ENSDARG00000036281
A_15_P150916	ENSDARG00000116295
	ENSDARG00000115377
	ENSDARG00000110285
A_15_P186404	ENSDARG00000115657
A_15_P186481	ENSDARG00000115657
A_15_P134116	ENSDARG00000113471
	ENSDARG00000111339
	ENSDARG00000115167
A_15_P136961	ENSDARG00000010844
	ENSDARG00000010844
	ENSDARG00000115534
	ENSDARG00000117198
A_15_P157546	ENSDARG00000114942
	ENSDARG00000103132
	ENSDARG00000004161
A_15_P236221	ENSDARG00000116447
	ENSDARG00000104647
A_15_P144621	ENSDARG00000110666
A_15_P219606	ENSDARG00000073848
	ENSDARG00000111204
	ENSDARG00000110311
A_15_P381315	ENSDARG00000115913
A_15_P391125	ENSDARG00000116134
A_15_P178401	ENSDARG00000075564
A_15_P495647	ENSDARG00000075564
	ENSDARG00000109645
	ENSDARG00000109849
	ENSDARG00000116456
	ENSDARG00000114540
	ENSDARG00000103927
	ENSDARG00000115159
	ENSDARG00000087631
A_15_P114782	ENSDARG00000034801
A_15_P178531	ENSDARG00000114162
	ENSDARG00000088343
	ENSDARG00000109814
A_15_P186351	ENSDARG00000114706
	ENSDARG00000093818
	ENSDARG00000113892
	ENSDARG00000114180
	ENSDARG00000111824
	ENSDARG00000112957
A_15_P423745	ENSDARG00000115063
	ENSDARG00000115207
	ENSDARG00000101024
A_15_P104292	ENSDARG00000114230
	ENSDARG00000116379
	ENSDARG00000028198
	ENSDARG00000112175
A_15_P209556	ENSDARG00000100709
	ENSDARG00000115428
	ENSDARG00000114528
	ENSDARG00000102803
A_15_P166061	ENSDARG00000077211
	ENSDARG00000114676
	ENSDARG00000012948
	ENSDARG00000111014
	ENSDARG00000110095
	ENSDARG00000116755
A_15_P206671	ENSDARG00000114683
A_15_P134971	ENSDARG00000113969
A_15_P162991	ENSDARG00000116864
	ENSDARG00000110764
A_15_P168516	ENSDARG00000110652
A_15_P198101	ENSDARG00000086691
	ENSDARG00000117162
A_15_P117090	ENSDARG00000016649
A_15_P197131	ENSDARG00000112945
	ENSDARG00000115690
A_15_P203676	ENSDARG00000111409
	ENSDARG00000114329
	ENSDARG00000076679
	ENSDARG00000105175
	ENSDARG00000106504
	ENSDARG00000115009
	ENSDARG00000082273
	ENSDARG00000082587
	ENSDARG00000116531
A_15_P133276	ENSDARG00000111495
	ENSDARG00000116573
	ENSDARG00000078416
	ENSDARG00000114312
	ENSDARG00000112217
	ENSDARG00000114259
	ENSDARG00000112963
	ENSDARG00000106236
	ENSDARG00000111356
A_15_P109448	ENSDARG00000076221
	ENSDARG00000110622
	ENSDARG00000114921
A_15_P182186	ENSDARG00000019810
	ENSDARG00000115177
	ENSDARG00000082321
A_15_P278191	ENSDARG00000110402
	ENSDARG00000110765
A_15_P216061	ENSDARG00000083424
	ENSDARG00000112361
	ENSDARG00000113958
	ENSDARG00000105912
	ENSDARG00000107397
	ENSDARG00000115717
	ENSDARG00000080774
	ENSDARG00000114018
	ENSDARG00000102882
	ENSDARG00000108578
A_15_P156256	ENSDARG00000013134
	ENSDARG00000013134
	ENSDARG00000115976
	ENSDARG00000111176
A_15_P270236	ENSDARG00000110381
	ENSDARG00000111699
	ENSDARG00000114301
	ENSDARG00000101089
	ENSDARG00000113773
	ENSDARG00000059349
	ENSDARG00000109512
A_15_P189886	ENSDARG00000016227
A_15_P558457	ENSDARG00000016227
A_15_P176206	ENSDARG00000009170
A_15_P436935	ENSDARG00000009170
	ENSDARG00000116836
	ENSDARG00000111454
	ENSDARG00000116315
	ENSDARG00000115252
	ENSDARG00000113614
	ENSDARG00000111522
	ENSDARG00000115898
	ENSDARG00000110265
	ENSDARG00000110942
	ENSDARG00000079639
	ENSDARG00000116717
A_15_P506742	ENSDARG00000115099
	ENSDARG00000109940
	ENSDARG00000075113
A_15_P158286	ENSDARG00000112807
	ENSDARG00000067592
	ENSDARG00000116488
A_15_P140501	ENSDARG00000089177
A_15_P110556	ENSDARG00000042742
A_15_P173776	ENSDARG00000042742
A_15_P243096	ENSDARG00000116833
A_15_P194416	ENSDARG00000059613
A_15_P293681	ENSDARG00000059613
	ENSDARG00000113565
A_15_P501382	ENSDARG00000099693
	ENSDARG00000088039
A_15_P200951	ENSDARG00000110026
A_15_P412085	ENSDARG00000110026
A_15_P112597	ENSDARG00000043514
	ENSDARG00000043514
A_15_P159131	ENSDARG00000109879
A_15_P188571	ENSDARG00000099301
A_15_P104877	ENSDARG00000114451
A_15_P198121	ENSDARG00000028469
	ENSDARG00000110817
	ENSDARG00000109218
	ENSDARG00000105234
	ENSDARG00000116920
	ENSDARG00000067784
	ENSDARG00000109586
	ENSDARG00000101112
	ENSDARG00000112919
	ENSDARG00000111677
	ENSDARG00000114062
	ENSDARG00000111013
	ENSDARG00000100854
	ENSDARG00000115743
	ENSDARG00000109409
	ENSDARG00000111040
	ENSDARG00000113662
	ENSDARG00000113188
	ENSDARG00000109683
	ENSDARG00000109351
A_15_P289556	ENSDARG00000113944
	ENSDARG00000115487
	ENSDARG00000103543
	ENSDARG00000088219
	ENSDARG00000102580
A_15_P155726	ENSDARG00000104569
	ENSDARG00000109601
A_15_P106495	ENSDARG00000069056
A_15_P566727	ENSDARG00000069056
	ENSDARG00000110804
	ENSDARG00000084966
A_15_P146856	ENSDARG00000109444
	ENSDARG00000112763
	ENSDARG00000101781
	ENSDARG00000080738
	ENSDARG00000109088
	ENSDARG00000105967
	ENSDARG00000111452
	ENSDARG00000112376
	ENSDARG00000115296
	ENSDARG00000111632
	ENSDARG00000114156
A_15_P148016	ENSDARG00000030753
A_15_P155546	ENSDARG00000030753
	ENSDARG00000111188
	ENSDARG00000085713
	ENSDARG00000094770
	ENSDARG00000113440
	ENSDARG00000112568
	ENSDARG00000107913
	ENSDARG00000089602
	ENSDARG00000110350
A_15_P108953	ENSDARG00000074790
A_15_P183736	ENSDARG00000074790
	ENSDARG00000106802
	ENSDARG00000116881
	ENSDARG00000112857
	ENSDARG00000084540
	ENSDARG00000031534
	ENSDARG00000114466
	ENSDARG00000083378
	ENSDARG00000100874
	ENSDARG00000116130
A_15_P135142	ENSDARG00000115794
	ENSDARG00000115794
	ENSDARG00000109479
	ENSDARG00000085140
	ENSDARG00000114190
	ENSDARG00000100989
	ENSDARG00000116611
	ENSDARG00000113734
	ENSDARG00000112943
	ENSDARG00000112440
	ENSDARG00000111514
	ENSDARG00000112182
	ENSDARG00000084803
	ENSDARG00000111090
	ENSDARG00000105888
	ENSDARG00000107158
	ENSDARG00000086853
	ENSDARG00000116691
	ENSDARG00000110330
A_15_P157431	ENSDARG00000069608
	ENSDARG00000113273
	ENSDARG00000109508
	ENSDARG00000116078
	ENSDARG00000112804
	ENSDARG00000111187
	ENSDARG00000085166
	ENSDARG00000107988
	ENSDARG00000110081
	ENSDARG00000087060
	ENSDARG00000080636
	ENSDARG00000103431
	ENSDARG00000108937
	ENSDARG00000106670
	ENSDARG00000084797
	ENSDARG00000087770
	ENSDARG00000102302
	ENSDARG00000081623
A_15_P179416	ENSDARG00000110151
	ENSDARG00000106858
	ENSDARG00000105029
	ENSDARG00000081284
	ENSDARG00000099240
	ENSDARG00000106838
	ENSDARG00000110681
	ENSDARG00000113089
A_15_P193541	ENSDARG00000100467
	ENSDARG00000113324
	ENSDARG00000114849
	ENSDARG00000115503
	ENSDARG00000092026
	ENSDARG00000023916
	ENSDARG00000111307
	ENSDARG00000109930
A_15_P113925	ENSDARG00000058716
	ENSDARG00000112022
A_15_P106182	ENSDARG00000101961
A_15_P221191	ENSDARG00000101961
	ENSDARG00000101961
	ENSDARG00000114712
	ENSDARG00000113675
A_15_P177971	ENSDARG00000098439
A_15_P192886	ENSDARG00000098439
	ENSDARG00000109534
	ENSDARG00000112335
	ENSDARG00000109366
A_15_P175356	ENSDARG00000116093
	ENSDARG00000112052
	ENSDARG00000035763
	ENSDARG00000107283
	ENSDARG00000109389
A_15_P173381	ENSDARG00000056767
A_15_P109720	ENSDARG00000116743
	ENSDARG00000111561
	ENSDARG00000111941
	ENSDARG00000113851
	ENSDARG00000115208
A_15_P113457	ENSDARG00000057940
A_15_P160471	ENSDARG00000057940
A_15_P160476	ENSDARG00000057940
A_15_P237546	ENSDARG00000057940
	ENSDARG00000112351
A_15_P155376	ENSDARG00000112446
	ENSDARG00000110059
	ENSDARG00000115786
	ENSDARG00000113317
	ENSDARG00000115909
A_15_P200131	ENSDARG00000115909
	ENSDARG00000075851
	ENSDARG00000054641
	ENSDARG00000104631
A_15_P108757	ENSDARG00000115350
	ENSDARG00000113142
	ENSDARG00000115509
	ENSDARG00000116832
A_15_P189586	ENSDARG00000110211
	ENSDARG00000111552
	ENSDARG00000034598
A_15_P202446	ENSDARG00000053062
A_15_P197286	ENSDARG00000052646
	ENSDARG00000113987
	ENSDARG00000115892
	ENSDARG00000110894
	ENSDARG00000113533
	ENSDARG00000010945
	ENSDARG00000114037
A_15_P201646	ENSDARG00000113359
	ENSDARG00000089076
A_15_P106153	ENSDARG00000117154
	ENSDARG00000099390
	ENSDARG00000111025
	ENSDARG00000114591
A_15_P160251	ENSDARG00000100321
	ENSDARG00000111047
	ENSDARG00000113234
A_15_P190356	ENSDARG00000103985
	ENSDARG00000007824
	ENSDARG00000060549
A_15_P144661	ENSDARG00000114075
A_15_P144666	ENSDARG00000114075
A_15_P421195	ENSDARG00000114075
A_15_P167601	ENSDARG00000099663
	ENSDARG00000026400
A_15_P147036	ENSDARG00000113389
	ENSDARG00000110718
	ENSDARG00000113112
	ENSDARG00000100364
A_15_P259631	ENSDARG00000115351
	ENSDARG00000101956
A_15_P106301	ENSDARG00000060054
A_15_P174026	ENSDARG00000060054
A_15_P498977	ENSDARG00000058775
A_15_P505932	ENSDARG00000116229
A_15_P172906	ENSDARG00000110568
A_15_P413170	ENSDARG00000102050
	ENSDARG00000102050
	ENSDARG00000117052
	ENSDARG00000003803
	ENSDARG00000099161
A_15_P158311	ENSDARG00000111912
	ENSDARG00000116843
	ENSDARG00000111408
	ENSDARG00000087040
	ENSDARG00000114212
	ENSDARG00000109439
A_15_P118914	ENSDARG00000006640
A_15_P238551	ENSDARG00000006640
A_15_P457610	ENSDARG00000006640
A_15_P132206	ENSDARG00000116846
	ENSDARG00000052114
	ENSDARG00000109744
A_15_P117745	ENSDARG00000112485
	ENSDARG00000027600
A_15_P105783	ENSDARG00000027600
	ENSDARG00000074082
A_15_P258431	ENSDARG00000099138
A_15_P110932	ENSDARG00000113197
A_15_P300611	ENSDARG00000109451
	ENSDARG00000116804
	ENSDARG00000113461
	ENSDARG00000059870
A_15_P475395	ENSDARG00000101926
	ENSDARG00000113650
	ENSDARG00000098972
	ENSDARG00000110396
	ENSDARG00000015879
	ENSDARG00000076870
	ENSDARG00000101754
	ENSDARG00000112504
	ENSDARG00000103702
	ENSDARG00000037079
	ENSDARG00000109810
	ENSDARG00000104302
A_15_P144926	ENSDARG00000037145
	ENSDARG00000075933
	ENSDARG00000116219
	ENSDARG00000100202
A_15_P107783	ENSDARG00000020794
	ENSDARG00000116119
	ENSDARG00000114852
A_15_P135646	ENSDARG00000090398
	ENSDARG00000078364
A_15_P604862	ENSDARG00000115005
	ENSDARG00000109447
	ENSDARG00000104524
A_15_P180561	ENSDARG00000099325
	ENSDARG00000115966
	ENSDARG00000071588
A_15_P175286	ENSDARG00000012005
	ENSDARG00000114769
A_15_P145426	ENSDARG00000105237
	ENSDARG00000109461
	ENSDARG00000103108
A_15_P146491	ENSDARG00000103200
A_15_P208631	ENSDARG00000103200
	ENSDARG00000110827
	ENSDARG00000112227
	ENSDARG00000112529
	ENSDARG00000111907
	ENSDARG00000103152
	ENSDARG00000107312
	ENSDARG00000110235
	ENSDARG00000115508
	ENSDARG00000105865
	ENSDARG00000102444
A_15_P189206	ENSDARG00000114367
	ENSDARG00000116892
	ENSDARG00000111045
	ENSDARG00000108752
A_15_P118393	ENSDARG00000098059
A_15_P154616	ENSDARG00000098059
	ENSDARG00000111286
A_15_P172796	ENSDARG00000020976
A_15_P188151	ENSDARG00000020976
A_15_P188156	ENSDARG00000020976
A_15_P205661	ENSDARG00000100482
	ENSDARG00000100482
	ENSDARG00000111149
	ENSDARG00000107462
	ENSDARG00000117081
	ENSDARG00000111752
	ENSDARG00000111833
	ENSDARG00000081015
	ENSDARG00000084089
	ENSDARG00000115782
	ENSDARG00000103846
	ENSDARG00000085131
	ENSDARG00000112298
	ENSDARG00000100748
	ENSDARG00000113929
	ENSDARG00000084414
	ENSDARG00000083325
	ENSDARG00000084957
	ENSDARG00000082165
	ENSDARG00000107174
A_15_P188041	ENSDARG00000060263
	ENSDARG00000103355
	ENSDARG00000109985
	ENSDARG00000112538
	ENSDARG00000081779
	ENSDARG00000083280
	ENSDARG00000087013
	ENSDARG00000080188
	ENSDARG00000083420
	ENSDARG00000108287
	ENSDARG00000082897
	ENSDARG00000113075
	ENSDARG00000085052
	ENSDARG00000106867
	ENSDARG00000085630
	ENSDARG00000116971
	ENSDARG00000085384
	ENSDARG00000111427
	ENSDARG00000083063
	ENSDARG00000080276
	ENSDARG00000109445
	ENSDARG00000107309
	ENSDARG00000115765
	ENSDARG00000082787
	ENSDARG00000085301
	ENSDARG00000116376
	ENSDARG00000111325
	ENSDARG00000110617
	ENSDARG00000113120
	ENSDARG00000113532
	ENSDARG00000115122
	ENSDARG00000109322
A_15_P118361	ENSDARG00000113679
	ENSDARG00000082607
	ENSDARG00000085332
A_15_P204236	ENSDARG00000103940
	ENSDARG00000110446
	ENSDARG00000115044
	ENSDARG00000098695
	ENSDARG00000100441
	ENSDARG00000113792
	ENSDARG00000110472
	ENSDARG00000116497
	ENSDARG00000100793
	ENSDARG00000085861
	ENSDARG00000111145
	ENSDARG00000111256
	ENSDARG00000113872
	ENSDARG00000087265
	ENSDARG00000113131
A_15_P200861	ENSDARG00000105050
	ENSDARG00000092139
	ENSDARG00000112413
	ENSDARG00000081891
	ENSDARG00000115143
	ENSDARG00000112831
	ENSDARG00000083495
	ENSDARG00000110092
A_15_P158191	ENSDARG00000111441
	ENSDARG00000110445
	ENSDARG00000114824
	ENSDARG00000104339
A_15_P268076	ENSDARG00000104442
	ENSDARG00000114369
A_15_P150156	ENSDARG00000101482
	ENSDARG00000101482
	ENSDARG00000106991
	ENSDARG00000115433
	ENSDARG00000112847
A_15_P179406	ENSDARG00000079636
A_15_P240191	ENSDARG00000079636
A_15_P399425	ENSDARG00000079636
A_15_P493677	ENSDARG00000079636
	ENSDARG00000116936
A_15_P167486	ENSDARG00000111521
A_15_P167496	ENSDARG00000111521
A_15_P490842	ENSDARG00000086708
A_15_P171496	ENSDARG00000063437
	ENSDARG00000110223
	ENSDARG00000101663
	ENSDARG00000085297
	ENSDARG00000109664
	ENSDARG00000115802
A_15_P202451	ENSDARG00000113855
	ENSDARG00000116007
	ENSDARG00000081715
	ENSDARG00000107888
	ENSDARG00000115714
	ENSDARG00000115049
	ENSDARG00000110410
	ENSDARG00000080942
	ENSDARG00000106433
	ENSDARG00000114890
	ENSDARG00000114931
	ENSDARG00000116753
	ENSDARG00000081470
A_15_P111650	ENSDARG00000114489
	ENSDARG00000114424
	ENSDARG00000115338
	ENSDARG00000111392
	ENSDARG00000107507
	ENSDARG00000111010
	ENSDARG00000114373
	ENSDARG00000115725
	ENSDARG00000113432
	ENSDARG00000085696
	ENSDARG00000083487
A_15_P147271	ENSDARG00000112005
	ENSDARG00000117129
	ENSDARG00000081785
A_15_P141111	ENSDARG00000112415
	ENSDARG00000082168
	ENSDARG00000081303
A_15_P166791	ENSDARG00000114218
	ENSDARG00000114218
	ENSDARG00000115158
A_15_P167281	ENSDARG00000115095
	ENSDARG00000110977
	ENSDARG00000112399
	ENSDARG00000029331
A_15_P149206	ENSDARG00000092308
A_15_P549557	ENSDARG00000092308
	ENSDARG00000115984
	ENSDARG00000112964
	ENSDARG00000109362
A_15_P113383	ENSDARG00000100385
A_15_P174091	ENSDARG00000031150
	ENSDARG00000100415
	ENSDARG00000109797
	ENSDARG00000116973
	ENSDARG00000111595
	ENSDARG00000112121
A_15_P112881	ENSDARG00000110741
A_15_P204496	ENSDARG00000114400
	ENSDARG00000060734
A_15_P135516	ENSDARG00000060734
	ENSDARG00000109578
A_15_P112009	ENSDARG00000101306
	ENSDARG00000113249
A_15_P100787	ENSDARG00000112617
	ENSDARG00000109977
A_15_P112535	ENSDARG00000111735
A_15_P378800	ENSDARG00000114122
	ENSDARG00000114970
A_15_P161911	ENSDARG00000116371
A_15_P143111	ENSDARG00000112185
	ENSDARG00000110567
A_15_P118994	ENSDARG00000087961
A_15_P166931	ENSDARG00000115556
	ENSDARG00000116651
	ENSDARG00000038728
	ENSDARG00000117193
A_15_P194196	ENSDARG00000113518
	ENSDARG00000111354
	ENSDARG00000114694
A_15_P141031	ENSDARG00000052427
A_15_P243451	ENSDARG00000040921
	ENSDARG00000112551
	ENSDARG00000116356
	ENSDARG00000103450
	ENSDARG00000109673
	ENSDARG00000112533
A_15_P183656	ENSDARG00000008010
	ENSDARG00000088514
	ENSDARG00000117136
	ENSDARG00000114444
	ENSDARG00000110816
	ENSDARG00000116845
	ENSDARG00000091359
	ENSDARG00000113590
A_15_P186911	ENSDARG00000016213
	ENSDARG00000113303
	ENSDARG00000111150
A_15_P153786	ENSDARG00000021789
A_15_P119504	ENSDARG00000114324
A_15_P183881	ENSDARG00000105452
	ENSDARG00000111603
	ENSDARG00000078703
	ENSDARG00000111141
	ENSDARG00000116059
	ENSDARG00000114457
	ENSDARG00000101969
A_15_P206361	ENSDARG00000115266
	ENSDARG00000115266
A_15_P237971	ENSDARG00000069895
A_15_P111658	ENSDARG00000110575
A_15_P185546	ENSDARG00000110575
A_15_P344695	ENSDARG00000110575
A_15_P100420	ENSDARG00000113557
A_15_P187991	ENSDARG00000101693
A_15_P187996	ENSDARG00000101693
A_15_P143746	ENSDARG00000115337
	ENSDARG00000109723
	ENSDARG00000110545
	ENSDARG00000115927
